sentence	label
I'm pretty sure this bad boy is worth at least 6 stokes per round! #dreamon  @ 913 miranda place http://t.co/gYSnxsrWSe	1
A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan	0
I love procrastinating but I hate cramming.. -_- 	0
@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids..	1
That moment when you have so much stuff to do but you open @tumblr ... #productivity  #tumblr	1
She's in Malawi and I'm stuck in joburg  fair http://t.co/HIRR63yN1d	0
Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:	0
That was one long walk :ok_hand_sign::ok_hand_sign::ok_hand_sign: #GoMe http://t.co/liRaGZvLyF	0
This link will be relevant in a couple of days. http://t.co/EH75woor3u	0
Gonna need K-State to play a little better but loving seeing this team in action with beckthies http://t.co/8ofONvoqcN	0
@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?	0
Fleury with 5 shut outs so far on the season. He's still not good though 	1
unless he's changed @laurarubin7 @Gumlegs @TheLexZane @jerryjizzum753 @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII	0
Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark	0
#Sometimes the best thing you can do|is to not think, worry, obsess.|Just have faith that everything will|work out for the #best.	0
Might go back to bed it's easier then making the effort @PatrickRowe123   #wrong :face_with_tears_of_joy::loudly_crying_face:	0
@westendproducer @WhatsOnStage In a musical, the music department is quite unimportant.  #umitsaMUSICAL	1
#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.	1
@JordanNoftall that's funny 	1
What a shock. Duke Johnson is hurt in an important game.  #canes	1
@Giants ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!! 	1
S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. 	1
Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail	1
last day of classes #trill except finals whoop 	1
@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot 	1
Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll	0
Imagine an imaginary menagerie manager managing an imaginary menagerie.	0
@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh	1
Off to search for a Christmas gift for my dad bc procrastination :wrapped_present:	0
Working cart today..gonna make that money! . 35 golfers all day :unamused_face::pistol:	1
Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk	0
Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter	1
People these days are so loving, accepting, and nonjudgmental. It's great. 	1
Wishing my relationship was that real 	1
@Chxta They were probably, contracted to work for free. 	1
And people start to drink ... Means fun 	1
@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed 	1
"O_o ummm...so, like?? ||RT""@Redskins: From our family to yours, have a safe and #HappyThanksgiving http://t.co/LUeMYFptnh"""	0
I'm fricken peachy today!! 	1
Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement 	1
I retweeted this so Chris Graham blocked me. |:face_with_tears_of_joy: http://t.co/W9zVXuhGhx	1
I come up with some ridiculous scenarios in my head :thought_balloon:	0
I fell asleep posting my last post. 	1
http://t.co/juRDWnOQ8z  so Ugly Christmas Sweater Women's Sz M http://t.co/rcXS7QXZkw	0
Well it's always a good time losing at the Bay... @lylestor11 @Lampi626 @bubbs11214	1
#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3	0
I don't think you get how embarrassing and trashy all of that really is...  s'cute	0
.@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v	0
Buddhism Chant (kids) https://t.co/prrr8wRhoL #Music #Education	0
When Santa looks up my name :smirking_face::face_with_no_good_gesture::crown:|#sassy  #naughty #or #nice #instagood #instadaily #Christmas... http://t.co/Srg3ScPt4B	0
Oh look, we're having another storm in Sydney.  How unusual. 	1
Listened to Gimme Shelter while driving in the rain:face_with_tears_of_joy: 	1
On page 169 of 251 of Harry Potter and the Chamber of Secrets, by J.K. Rowling http://t.co/y5UJWrGZAM	0
Shoutout to my mom for being hella supportive of me 	1
This photo of @celinedion 's pool via @richpayne88 has really brightened up my morning.... http://t.co/ULHQFtbCdP	1
@STLguy1 Oh that sounds like a great plan.  @6Strong8 @KingDSeals	1
they dip, we drip #fat #sumo #hippoes #happy #like #so  #turtle #googlemapcibae #love #bij... http://t.co/P0viOrlrXc	0
One season down 8 togo! #OneTreeHill	0
Spider Web Lace Chemise|With lined underwire cups, strappy open back, and adjustable straps and... http://t.co/Hyz4c04qCE	0
In need of a rose winee:wine_glass::wine_glass:	0
comparing @elasticbox to @hashicorp #atlas ...	0
People in this school seem to amaze me.. 	1
Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising... 	1
Hello indoor lung nice to see have to you back.  :runner::expressionless_face:	1
@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.	0
I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at http://t.co/hHAo6MR8v3.	0
I asked God to protect me from my enemies .. shortly after I started losing friends :flushed_face::hundred_points_symbol:  or #naah	1
NEW  CURTAIN U.S. #Christians like @briansbrown travel to #Russia to torment #LGBT who are seeking asylum here http://t.co/u53SJeFR67	1
@Wildsau gotta love how honest kids are. #saywhattheythink	0
 a Bad Gift: Wall Gives Gooden $100K Cash (via http://t.co/9P4EKO4LA4) http://t.co/BzmTfRJ5aQ	0
Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep :sleeping_face::sleeping_symbol::confused_face:	1
@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6	0
Final at 7am, I'm ready 	1
studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse 	1
My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM	0
"@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @ThatKevinSmith http://t.co/5CGoJWvlTL"	1
Luv this 	1
Sad I don't have a Christmas jumper, thanks @Missguided for your super fast delivery :thumbs_up_sign: 	1
May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!	0
First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V	0
You'd hope that a film like that would lose relevance after a couple decades, but nope.	0
Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun! 	1
loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection	0
Wow I'm seriously dying here :see-no-evil_monkey::see-no-evil_monkey:	0
A voice of reason crying in the wilderness of hysteria. http://t.co/GHWycSm5bW via @sharethis	0
What normal people see vs. what I see @HaleyDinkel http://t.co/1TY3hEMkW1	0
Tell me the #Quintessential #Aussie now isn't a Govt paid job & then have the hyde to buy overseas online and pay no GST . mmm #SadButTrue	0
I'm really excited for tomorrow because that means the assignments and responsibilities of today will be over.	0
Oomf should be chowed in her mom's car	0
@ the hospital for a new allergy test... Love it. 	1
Finals week plus hearing that my grandma is in the ICU = amazing  #letmegohome	1
Fun night with these girls. It may look like we are eating dessert but its just for show ... http://t.co/cOG9RANpdr	1
@BestProAdvice @IntThings More clean OR cleaner, never more cleaner 	0
@NeezmhaNeez Technically, we aint muzlamics until we believe in a guy lost in a cellar as our saviour. ||#TrueStoryFam	1
This should be fun next spring.  http://t.co/nb63wOUmKE	1
#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||	1
Didnt have no time to wake and bake this mornin  winnin :pouting_face::face_with_no_good_gesture:	0
: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist	1
@dukeblueplanet @CoachKaman The number 2 play was awesome. 	1
Customers during Christmas time are SO NICE. 	1
@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet 	1
Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq	1
@karanjohar yep, that's what they say.|	1
Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful.  #fluday4	1
http://t.co/X276bIMMYp #Ebola #Racism #RacePimps #JesseJackson #Doctors #Tcot #pjnet #CCot #Pjtv #Tea... http://t.co/gNQAHxqtcQ	0
@craigcalcaterra Let me put my bet in with whoever would take action on such a thing... I'd think Oliva & Howsam should be easy.	0
Too bad her cube doesn't have a door. - @NickEppley ||#bestcoworkersever  @AndyHawbaker	1
I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy:	1
Worth a read. On #Christians and the persecution they face. #equality #respect #sectarianviolence #countyourblessings http://t.co/EvTmzbljyK	0
Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.	0
Well done @tesco for making it possible to get emergency messages to a member of staff. 	1
Drawing with my little girl... Still can't believe she can draw this good!!!! #drawing #daughter... http://t.co/v1IOa07YLB	0
4:30 an opening my first beer now gonna be a long night/day	0
@XFINITY yay another outage in less than 8 hours. Keep up the good work! 	1
Duale seeking 'protection to be heard' when the proposed security bill will trample the basic rights of his pple and their freedom 	1
Wow thanks for the good vibes right before my exam, parents. 	1
 is that @GoodDaySac calling that show a train wreck.  Way to respect the guest, guys	1
Time for my babies and I to take this medicine so we can get better:face_with_medical_mask:	0
So excited for work 	1
Love waking up to grumpy people 	1
One from her please *cries* http://t.co/z0Yt6Dax7s	0
@Owain_Thomas Loving how Fulham looks like a playoff team. #NotReally 	1
I'm happy with the two hours of sleep I got last night  :weary_face:	1
Such .   You still have to #praisehim ;)	1
Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster	1
"Ostentatious ""a showy display designed to impress"". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot"	1
@LOLGOP Fox News criticizing poor journalism regarding the UVA incident is hilarious 	1
@discodavejohn @Matt_Brickman i'll take the physical challenge!	0
probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction	1
#Fact: #StarTrek adult onesie meets clothing requirements 4 Walmart employee. Just put on yr vest & a smile.  http://t.co/2RhG2iJjNB	1
@mobyhump :)) thank you so much. Such a generous display of kindness from your side.	0
@SR_Duncan Someone described it to me as 'passing like a laxette through a budgie' but I can't remember who.	0
These girls can wake up people from the dead!  #worth #watching	0
@mpolz_25 mostly LRS stores, just depends on who gets what. I'd say I tend to split between @CascadiaLIQ & @metroliquor_uni	0
@alyssaanicoleL this Friday  lit	0
I love waking up out of a dead sleep to two firetrucks blaring past my window  :sleeping_face::fire_engine::ambulance:	1
@Gomez_Nei im done with finals thursday that would be nice lol you leave friday at what time? :airplane:️	0
save your work folks. i'm offically cntrl-alt-deleting this week.	0
@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6	0
@CjCarson17 only children at home status. Woohoo Isn't it fun...:unamused_face::pensive_face: 	1
Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||	1
i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award	0
Parking meter obviously forgot to get its own parking ticket.  http://t.co/fa0ypoYOSx	1
It's nice to see continuity in our gender struggles. 	1
@HikeTheGamer: .@PlayStation @Xbox EVERYTHING IS AWESOME!!!!!!!!!!!!!!!!!!!! :)  http://t.co/A2lyi2bbDD	1
@MagicManRAW @YankeesWFAN you don't know a damned thing about baseball, do you?	0
@SportMajor No, voting somebody in because they're from Latvia is way more important than voting for the best players. 	1
I find this farrrrr too funny :face_with_tears_of_joy::face_with_tears_of_joy: #wow #can #u  http://t.co/4Ah4SUyDlW	0
@PaulGoonerW yeah stressed isnt the word could easily punch someone in the face right now:smirking_face::fisted_hand_sign::fisted_hand_sign:	0
Cannot wait to go to the dentist later! 	1
Hummingbirds #Are  #Experts #at #Hovering #After #All: #Background #Motion ...: If the hovering ability of the... http://t.co/E189iHBpZr	0
The pure #reality of . http://t.co/wokWEvDvrp	0
@Vh1Supersonic @MAJORLAZER @Weojispeak #WatchOutForThis|Hold the line	0
@TheLouieMiguel what a way to start the new year 	1
@Neilby70 @ParkzTheDon :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes: He would get floored in one poke :see-no-evil_monkey::white_smiling_face:️:white_smiling_face:️:ok_hand_sign:	0
Can I ask why we didn't hv GEJ n PDP trending yesterday night  http://t.co/0oVx1ttwON	1
I cared for 8 seconds, then I got distracted. :face_with_tears_of_joy: 	1
@crystalluxmore they can be assured you'll recommend them! 	1
Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics. 	1
@koadmedia how many championships? You trying to say that makes him worth more than Saban?	0
@jimrome Product of Aaron Rodgers. Eric Decker was pretty good last year too. It's situational. When Jordy cashes in, he'll be a non-factor.	0
Your cyber Monday sale got extended? No fucking way!  #stfu	1
@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?	0
@georgenickss happy birthday young one, have a gooden lad!x	0
@fredwimpy Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to http://t.co/JUmMWi0AyT	0
@Will_Fuller7 @C_Breezy2k12 14-0 but it's not that close.	0
watching Elf was a prime decision tonight	0
Please dont fuck with me when I first wake up a morning person!	0
Photo: Invoices have been sent out... http://t.co/wZlnwsRjeL	0
@Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough	0
It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. 	1
The sky looks SO beautiful today....  http://t.co/Defox97Pzi	1
Remember Black Friday was a bust....	1
The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!	0
It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh	0
I'll do it tomorrow is a dangerous way to live	0
I may or may not be obsessed with the grinch :smirking_face:	0
@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over 	1
Hmm...Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld...what a difficult decision!!!  #DartsWorldChampionship #PDC	1
@malesurvivor72 I think it's a safe bet it won't fit the crime.	0
#Bit #Chair #Comfy #Mind #Nope  #ikea #decor|Please RT: http://t.co/Ltwy7dhZFf http://t.co/D0TaUm1HuH	0
@UberStaub you have never seen me	0
@JonathanTopaz @politico Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.	0
Is it ironic for a @selenagomez song to come on my #ipod after a @justinbieber song?!  #SelenaGomez #JustinBeiber	1
@injuryexpert If I can make it out there, I'd love to have a beer (or ten) and talk baseball. You're a good dude.	0
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman	1
@samsung worst mobiles in india. Every 1 looks the same. Every model hangs from 4th day onwards. #samsung  #recommended	0
@doforsarawak it's a 	0
Yeah, the prom is the most important event in your life 	1
Sometimes i just dont understand anything|#stubborn http://t.co/nwhIEP4VWz	0
@SPmilkshake @MikeRTrice @neiltyson His tweet in the context of his history is what makes it a clear bait.	0
I just watched a #Fitbit commercial followed my an #IHOP commercial advertising a belgian chocolate mousse crepe. 	1
"Yo I got ten squad members in Khajo Chris said as he tears up...|""You ain't a gang member..."" Kevin responded |#thuglife "	1
Can anyone tell iv been uploading items onto depop today lol  #lotsofdepopuploaded	1
Accidentally breaking your own computer when your tech support! Haha , talk about employee of the month  #techSupport :personal_computer::floppy_disk::pistol:	1
Do you use Instagram? Well get 100 free followers at http://t.co/pqbWaDcdkj -- No. http://t.co/Jo4nycq75o	0
@JustMyron Lol I hope that's a good kinda crazy	0
My fingers smell like lavashak :)	0
Yay its fucking Monday life is so perfect and magical I love everything 	1
Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised? 	1
When will this girl learn..... @CherylCH_x #it #is  #everyday #Chezza #sometimes #do #work #andnotgetcaughtbyMR http://t.co/10XuTpdaAo	0
The fun part about 4 am drives in the winter, is no one has cleaned the snow yet 	1
idk what I love more how cold my western civ class is or western civ. 	1
Not felt this I'll since I was in kos! Eugh a great end to a great week......  #beenshite #killme	1
So glad all that voting was put to good use! 	1
yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda	0
@Jordanbrown_97 haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie :man_with_turban:  :face_with_tears_of_joy::face_with_tears_of_joy:	1
@theTiser @JulieBishopMP journalism at its best 	1
So which beauty's can get me some followers then:speak-no-evil_monkey:	0
#marleyandme RT @alexspeier: Sources tell @bradfo and me that Dodgers are showing serious interest in Jon Lester.	0
A decent Christmas party for a change, and an added bonus of not missing the last train for a change!	0
but the USA HIPPA laws prohibit the Psychiatrist from releasing that info @serpentina66 @MetroNewsCanada	0
Religion is unfounded, else, Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege	1
@blissfulbrann holy fuck, those lyrics fit so good to the movie Interstellar! #chills #freakyfriday	0
 much!!	0
Well on a positive note if I can stay awake for another hour I can go get my blood work done! #positivenote fun stuff 	1
I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.  	1
.@nypost .@Cameron_Gray Oh that makes it all better!!! 	1
Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty	0
Life was never be so easy as it seems, till u come and bring u'r love inside.  with me	0
@kaylz96 no , not anymore. :persevering_face:	0
they don't sing live, but they sure are hella good looking #smh	0
I wish a mf would :fisted_hand_sign::fisted_hand_sign:| my day!	0
Oh materialism, how I've missed you. 	1
7:52am (too damn early) in South Carolina.. What a shitty state to  be proud of	0
Gotta love when you shake someone's hand and they shiver... It's official, I have death hands and it is now winter! #coldhandswarmheart 	1
"I can't remember the last time I saw ""32-bit integer"" in mainstream media! #Software #GangnamStyle #Geek @YouTube http://t.co/mP9fkuWo6r"	0
@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools. 	0
Mid speech @ Christmas Lacrosse Ball #flattering  @ Grand Cafe http://t.co/Uu7yeqDfV5	1
Dont you just love Captchas? 	1
More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 | http://t.co/p2GgKDT8Vi	0
Cooper's been busy today  http://t.co/StCUsUTr0u	1
People at my school only talk about sex and drugs. So awesome 	1
A £718 phone bill is a lovely email to wake up to 	1
Off in to town to get a bday prezzy, how rude to have a birthday in Xmas week #BusyBee	0
@HaadeaP the word itself is a mockery .... Bae ...like abey :persevering_face:	0
I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares! http://t.co/KPGul80o2g	0
@roshpot So tht we can look into yr acc specifically we wld need to speak with you over the phone. Calls are charged at...	0
Saying No to Them is the first way you say yes to yourself. 	1
@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(	0
Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer.  #SCCMAdmininHealthcare	1
My finger is so ducking attractive without my bandage tbh!!! 	1
#chattyman never fails to make me laugh @chattyman #1 talk show on TV! #loveit	0
I promote #EDM why would I add jazz? Some ppl will do anything 2b popular #SoObvious #WTF #AttentionWhore #keepitreal http://t.co/p3IVORI8k3	0
Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain  #saws #start #starting #will #wont	0
If this year wld be filled w all these rainy days it wont be so cool a cool way to start e year	0
Wallahi speaking to an unbeliever is bid'a, let alone wishing him/her a happy celebration. 	1
I love not being able to sleep right now. 	1
New England (-11.5) over New York Jets; Pittsburgh (-2.5) over Kansas City; Carolina (-4) over Cleveland.	0
@PowerTripKFAN Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too? 	1
@TheHockeyNews @THNRyanKennedy not bad for a kid from Az. Hockey doesn't work in the desert. 	0
Funny your the broken one now Im the only one who needed saving.|	1
I cant even watch anime in japan... 	1
@Lewisdaay vodka lime and lemonade is the one :ok_hand_sign::ok_hand_sign::ok_hand_sign:	0
@torrentfreak We should monitor them... 	1
God bless whoever came up with the idea of making coloureds bruh..not cape colourds thou	0
when you get friendzoned by someone you trying to friendzone...sigh	1
I have to say that Misty with Johnny Mathis is one of my favourites http://t.co/hBQIl5KmQe	0
Good thing I gotta work today :thumbs_up_sign: 	1
"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias. "	1
@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues 	1
At http://t.co/pMUxNeOvrn -- #Sketch #today #spudshed #fresh #fruit  .only.for.eating #for.drawing.as.well #drawing #Perth	0
Love being made fun of 	1
Woke up crying because of the nightmare I had... gonna be a great day 	1
Going to watch a movie about murder. Merry christmas ;) 	1
@Slate Personal protection, 2nd amendment. Nothing to see here.  #SMFH	1
The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance	1
@kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry	0
@alewnes7 he def came out the closet on that AND 1 dunk #rudygay	0
@seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn	0
They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious http://t.co/hOj8Sc5tw4	0
@greateranglia really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks 	1
3 episodes left I'm dying over here	0
Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||	1
Nailed it  #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G	1
@knoxnews thats not weird at all 	1
#Michigan RT @EditorEdge: Rich Rodriguez not available for the photo op. He's at the Fiesta Bowl.	0
i hate it  http://t.co/iywGaSqrl0	1
Another great day on the #TTC. 	1
Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him	1
Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey	0
If this is love i don't wanna be loved , You pollute the room with your filthy tongue  #getscared	0
doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic 	1
Only thing missing now is a session at the gym... Want to do every body part though and CV!  #possible	0
About to fuck up this Media exam  #actuallyihopeso	1
Love scooping feed bunks before we can feed calves 	1
.@tomorrowstand Yup. That's exactly how we do it 	1
Amen :person_with_folded_hands: .... I love this! If you didn't plan, then it's your problem :face_with_stuck-out_tongue_and_winking_eye: #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj	0
Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature	1
Time to free ourselves of the Tyranny of the USA and lean towards more tolerant societies, like those of Russia and China. 	1
Such quality customer service today by @Microsoft for the Xbox One  #thisiscrap #nothelpfulatall	1
#SteveHarvey worships #Obama b/c he doesn't research, then calls every1 else ignorant. #Fuck this guy. http://t.co/4ENfDvU4hN  #Idiot	0
@CheenaZafar :grinning_face_with_smiling_eyes: contrary to this ... I'm wide awake (caffeine injected consciousness ) :flushed_face:	0
I'll just assume Rex Grossman is starting.	0
In #Business, knowing 'what  to do' is very imp. #SayNo to anything that comes b/w u n ur #dreams. Even #money . #entrepreneur #tips	0
So glad to be off work	0
These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews 	1
@FAOnews @AMISoutlook And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill? 	1
"Giving 200 Cr. Water Subsidy to ""Public"" is a CRIME & Wasting 200 Cr. On Advertisement is DEVELOPMENT...Waah ji waah http://t.co/Q6XoGUmL9T"	0
My current Christmas song obsession. Played it non-stop all weekend  http://t.co/rLI4hTUXnv via @YouTube	1
@ChanaChristine haha they were never nice. Guess I'm not cool enough :pensive_face: #sadface 	0
My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.	0
