	og_sentence	label	aug_sentence
22	White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth	1	White individuals have lost relevance at this stage. The black community needs to surpass you all since you are in control!!!!!! #truth
23	Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess	1	Smh, I never knew something could be 80% halal. I have been a Muslim my whole life, but somehow I've learned something new, I suppose.
24	Double dance with the boys is what makes a Monday worthwhile	1	Having a double dance with the boys is what makes Monday worthwhile.
25	"I love getting woken up by my body just to say ""I know you were comfortable sleeping.. But here's something you don't want anyway"""	1	"I enjoy being woken up by my body just to announce, ""I know you were comfortable sleeping, but here's something you don't want anyway."""
26	#America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu	0	"#America continues to demonstrate its support for #BlackPeople, despite [link]. <a href=""http://t.co/plj8KgPsbu"" target=""_new"">http://t.co/plj8KgPsbu</a>"
27	Yet another angry #Bluehand moron blocks me after just one tweet :-p https://t.co/sdK34lzWrd	1	"Another infuriated #Bluehand individual blocks me after just one tweet :-p <a href=""https://t.co/sdK34lzWrd"" target=""_new"">https://t.co/sdK34lzWrd</a>"
28	@Jude_Mugabi is it squirt or squat?	0	@Jude_Mugabi, is it squirt or squat?
29	@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...	0	@HeyAmie @brad4word I have no clue why Brad would be in trouble...
30	Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle	1	Happy StFX day! I lost my #Xring in '12, but it was discovered two months later, sparkling on the 18th green of Lost Creek Golf Club. #xringmiracle
31	So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain	1	Lakeside was like a gathering of seven million scavengers all in one place. #hadfun #neverboxingdayshoppingagain
32	@117_Wolf @TheNelsconey @kenjitillman @OriginalSlumdog @TruthInsider @UE_Gaming @JVB @Danielsmile 9 Followers and now he's relevant?	1	@117_Wolf @TheNelsconey @kenjitillman @OriginalSlumdog @TruthInsider @UE_Gaming @JVB @Danielsmile He only had nine followers, and now suddenly he's considered relevant?
33	I may need to reread the books but did we ever find out what Draco's Boggart was? @jk_rowling #HarryPotter #dracomalfoy	0	I might need to revisit the books, but did we ever learn what Draco's Boggart was? @jk_rowling #HarryPotter #dracomalfoy
34	"@DEvanAltman Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?"	0	"@DEvanAltman Instead of resorting to the arrogant ""do you know who I am"" approach, why not present an informed counterargument?"
35	I'm pretty sure this bad boy is worth at least 6 stokes per round! #dreamon  @ 913 miranda place http://t.co/gYSnxsrWSe	1	"I'm quite certain this impressive piece is worth at least six strokes per round! #dreamon @ 913 miranda place <a href=""http://t.co/gYSnxsrWSe"" target=""_new"">http://t.co/gYSnxsrWSe</a>"
36	A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan	0	"To achieve an A in life, a man must possess three key attributes: fortitude, focus, and finances. <a href=""http://t.co/3IY91CxWP0"" target=""_new"">http://t.co/3IY91CxWP0</a> @AlimHagan"
37	I love procrastinating but I hate cramming.. -_-	0	I enjoy procrastinating, but I detest cramming.. -_-
38	@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids..	1	@TravisRodgers Christmas as an adult with a fractured family. Absolutely fantastic. Nothing quite like having your stepsister with nine kids...
39	That moment when you have so much stuff to do but you open @tumblr ... #productivity  #tumblr	1	That moment when you have a ton of tasks to complete, but you open @tumblr instead... #productivity #tumblr
40	She's in Malawi and I'm stuck in joburg  fair http://t.co/HIRR63yN1d	0	"I'm currently in Johannesburg while she is in Malawi. Not ideal. <a href=""http://t.co/HIRR63yN1d"" target=""_new"">http://t.co/HIRR63yN1d</a>"
41	Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:	0	Ariana Grande always has impeccable makeup. :speak-no-evil_monkey:
42	That was one long walk :ok_hand_sign::ok_hand_sign::ok_hand_sign: #GoMe http://t.co/liRaGZvLyF	0	"That was an exceptionally long walk. :ok_hand_sign::ok_hand_sign::ok_hand_sign: #GoMe <a href=""http://t.co/liRaGZvLyF"" target=""_new"">http://t.co/liRaGZvLyF</a>"
43	This link will be relevant in a couple of days. http://t.co/EH75woor3u	0	"This link will become relevant in a few days. <a href=""http://t.co/EH75woor3u"" target=""_new"">http://t.co/EH75woor3u</a>"
44	Gonna need K-State to play a little better but loving seeing this team in action with beckthies http://t.co/8ofONvoqcN	0	"I hope K-State improves their performance, but it's great to see this team in action with Beckthies. <a href=""http://t.co/8ofONvoqcN"" target=""_new"">http://t.co/8ofONvoqcN</a>"
45	@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?	0	@Devin_Heroux @CBCEyeopener @downtowncalgary was absolutely stunning today, don't you think?
46	Fleury with 5 shut outs so far on the season. He's still not good though	1	Fleury has achieved five shutouts this season. However, he still isn't considered good.
47	unless he's changed @laurarubin7 @Gumlegs @TheLexZane @jerryjizzum753 @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII	0	Unless he has changed, @laurarubin7 @Gumlegs @TheLexZane @jerryjizzum753 @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII
48	Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark	0	Loadshedding again! Wonder if Eskom &amp; Cell C have formed a partnership? Both receive payment, but their services are terrible!! #dialinginthedark
49	#Sometimes the best thing you can do|is to not think, worry, obsess.|Just have faith that everything will|work out for the #best.	0	#Sometimes the best thing you can do is to refrain from overthinking, worrying, and obsessing. Just have faith that everything will work out for the #best.
50	Might go back to bed it's easier then making the effort @PatrickRowe123   #wrong :face_with_tears_of_joy::loudly_crying_face:	0	I might just go back to bed. It's easier than putting in the effort. @PatrickRowe123 #wrong :face_with_tears_of_joy::loudly_crying_face:
51	@westendproducer @WhatsOnStage In a musical, the music department is quite unimportant.  #umitsaMUSICAL	1	@westendproducer @WhatsOnStage In a musical, the music department holds little importance. #umitsaMUSICAL
52	#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.	1	#JeremyNortham, there you go, insulting pianos and songs. Please stop talking, man. I bet you thought you were #epic... #GosfordPark.
53	@JordanNoftall that's funny	1	@JordanNoftall, that's quite amusing.
54	What a shock. Duke Johnson is hurt in an important game.  #canes	1	What a surprise. Duke Johnson gets injured in a crucial game. #canes
55	@Giants ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!!	1	@Giants ooooo, I'm getting excited watching ODB. He's the greatest player to ever represent the Giants... No, he's actually the best player ever!!
56	S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am.	1	Shoutout to the Bengals for performing poorly yesterday. It totally justified me staying up for 24 hours and coming to work this morning.
57	Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail	1	Yet another new politician in the state with a social science degree and a liberal arts diploma... Just what we needed. #greensfail
58	last day of classes #trill except finals whoop	1	It's the last day of classes. #trill, except for finals, whoop!
59	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot	1	"@carlytyler @greateranglia, let's face it, there are delays on any day ending in ""y"" at the moment! #valueformoneynot"
60	Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll	0	"It was quite windy at the summit. Memphis enjoys watching the raptors soar with his floppy ears. #getoutside #yyj <a href=""http://t.co/nQmIihtlll"" target=""_new"">http://t.co/nQmIihtlll</a>"
61	Imagine an imaginary menagerie manager managing an imaginary menagerie.	0	Envision a fictional menagerie manager overseeing an imaginary menagerie.
62	@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh	1	@y_al_yahya I highly doubt I was the first one to block you. But you do a good job pretending. @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh
63	Off to search for a Christmas gift for my dad bc procrastination :wrapped_present:	0	Heading out to find a Christmas present for my dad because I procrastinated. :wrapped_present:
64	Working cart today..gonna make that money! . 35 golfers all day :unamused_face::pistol:	1	Working with the cart today... gonna earn that money! Dealing with 35 golfers all day. :unamused_face::pistol:
65	Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk	0	"Avoid texting and driving. <a href=""http://t.co/OXybfwwWb6"" target=""_new"">http://t.co/OXybfwwWb6</a> <a href=""http://t.co/fgOCRS5kre"" target=""_new"">http://t.co/fgOCRS5kre</a> <a href=""http://t.co/fBpsjk6yyk"" target=""_new"">http://t.co/fBpsjk6yyk</a>"
66	Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter	1	"It's so clever when girls include their area code in their Instagram ""about me""... #stupidsauce #mymomcoulddobetter"
67	People these days are so loving, accepting, and nonjudgmental. It's great.	1	Nowadays, people are often loving, accepting, and nonjudgmental. It's wonderful.
68	Wishing my relationship was that real	1	I wish my relationship were that genuine.
69	@Chxta They were probably, contracted to work for free.	1	@Chxta They were probably contracted to work without being paid.
70	And people start to drink ... Means fun	1	As soon as people start drinking, it signifies the beginning of fun.
71	@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed	1	@cringetalk @geob157 ^^^^ CAN YOU IMAGINE THAT? I would have never guessed.
72	"O_o ummm...so, like?? ||RT""@Redskins: From our family to yours, have a safe and #HappyThanksgiving http://t.co/LUeMYFptnh"""	0	"O_o ummm... so, what's up? ||RT""@Redskins: From our family to yours, have a safe and #HappyThanksgiving <a href=""http://t.co/LUeMYFptnh"" target=""_new"">http://t.co/LUeMYFptnh</a>"""
73	I'm fricken peachy today!!	1	I'm feeling absolutely fantastic today!!
74	Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement	1	Air Passenger Duty for children under 12 will be abolished. FINALLY! Something to assist the homeless and impoverished! #AutumnStatement
75	I retweeted this so Chris Graham blocked me. |:face_with_tears_of_joy: http://t.co/W9zVXuhGhx	1	"I retweeted this, and Chris Graham blocked me. :face_with_tears_of_joy: <a href=""http://t.co/W9zVXuhGhx"" target=""_new"">http://t.co/W9zVXuhGhx</a>"
76	I come up with some ridiculous scenarios in my head :thought_balloon:	0	I often come up with absurd scenarios in my mind. :thought_balloon:
77	I fell asleep posting my last post.	1	I fell asleep while posting my previous post.
78	http://t.co/juRDWnOQ8z  so Ugly Christmas Sweater Women's Sz M http://t.co/rcXS7QXZkw	0	"Check out this link: <a href=""http://t.co/juRDWnOQ8z"" target=""_new"">http://t.co/juRDWnOQ8z</a> - it's an Ugly Christmas Sweater for Women, Size M <a href=""http://t.co/rcXS7QXZkw"" target=""_new"">http://t.co/rcXS7QXZkw</a>"
79	Well it's always a good time losing at the Bay... @lylestor11 @Lampi626 @bubbs11214	1	Well, it's always a good time to experience defeat at the Bay... @lylestor11 @Lampi626 @bubbs11214
80	#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3	0	"Please retweet this: #Canned #Food #Lot #Of #Space #InteriorDecor <a href=""http://t.co/teeFi8QVbY"" target=""_new"">http://t.co/teeFi8QVbY</a> <a href=""http://t.co/Qy1jZ5jwZ3"" target=""_new"">http://t.co/Qy1jZ5jwZ3</a>"
81	I don't think you get how embarrassing and trashy all of that really is...  s'cute	0	I don't think you understand how embarrassing and tacky all of that really is... it's cute though.
82	.@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v	0	".@toppscards I couldn't locate the letter in my binder, but I found these instead! <a href=""http://t.co/AZ68gH8y7v"" target=""_new"">http://t.co/AZ68gH8y7v</a>"
83	Buddhism Chant (kids) https://t.co/prrr8wRhoL #Music #Education	0	"Buddhism Chant (for kids) <a href=""https://t.co/prrr8wRhoL"" target=""_new"">https://t.co/prrr8wRhoL</a> #Music #Education"
84	When Santa looks up my name :smirking_face::face_with_no_good_gesture::crown:|#sassy  #naughty #or #nice #instagood #instadaily #Christmas... http://t.co/Srg3ScPt4B	0	"When Santa checks my name :smirking_face::face_with_no_good_gesture::crown: | #sassy #naughty #or #nice #instagood #instadaily #Christmas... <a href=""http://t.co/Srg3ScPt4B"" target=""_new"">http://t.co/Srg3ScPt4B</a>"
85	Oh look, we're having another storm in Sydney.  How unusual.	1	Oh, look, another storm in Sydney. How unexpected.
86	Listened to Gimme Shelter while driving in the rain:face_with_tears_of_joy:	1	I listened to Gimme Shelter while driving in the rain. :face_with_tears_of_joy:
87	On page 169 of 251 of Harry Potter and the Chamber of Secrets, by J.K. Rowling http://t.co/y5UJWrGZAM	0	"I'm on page 169 out of 251 in Harry Potter and the Chamber of Secrets by J.K. Rowling. <a href=""http://t.co/y5UJWrGZAM"" target=""_new"">http://t.co/y5UJWrGZAM</a>"
88	Shoutout to my mom for being hella supportive of me	1	Special mention to my mom for being incredibly supportive of me.
89	This photo of @celinedion 's pool via @richpayne88 has really brightened up my morning.... http://t.co/ULHQFtbCdP	1	"This photo of @celinedion's pool, captured by @richpayne88, has really made my morning brighter... <a href=""http://t.co/ULHQFtbCdP"" target=""_new"">http://t.co/ULHQFtbCdP</a>"
90	@STLguy1 Oh that sounds like a great plan.  @6Strong8 @KingDSeals	1	@STLguy1 Oh, that sounds like an excellent plan. @6Strong8 @KingDSeals
91	they dip, we drip #fat #sumo #hippoes #happy #like #so  #turtle #googlemapcibae #love #bij... http://t.co/P0viOrlrXc	0	"They leave, and we exude confidence. #fat #sumo #hippos #happy #like #so #turtle #googlemapcibae #love #bij... <a href=""http://t.co/P0viOrlrXc"" target=""_new"">http://t.co/P0viOrlrXc</a>"
92	One season down 8 togo! #OneTreeHill	0	One season completed, only 8 more to go! #OneTreeHill
93	Spider Web Lace Chemise|With lined underwire cups, strappy open back, and adjustable straps and... http://t.co/Hyz4c04qCE	0	"Spider Web Lace Chemise: Featuring lined underwire cups, a strappy open back, and adjustable straps... <a href=""http://t.co/Hyz4c04qCE"" target=""_new"">http://t.co/Hyz4c04qCE</a>"
94	In need of a rose winee:wine_glass::wine_glass:	0	I'm in need of a glass of rosé wine. :wine_glass::wine_glass:
95	comparing @elasticbox to @hashicorp #atlas ...	0	Drawing a comparison between @elasticbox and @hashicorp #atlas...
96	People in this school seem to amaze me..	1	The people in this school never cease to amaze me.
97	Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising...	1	Jesus. I've been watching too much #TheNewsroom... I'm starting to sermonize about the #SonyHack...
98	Hello indoor lung nice to see have to you back.  :runner::expressionless_face:	1	Hello indoor lung, it's good to see you return. :runner::expressionless_face:
99	@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.	0	@THEHermanCain Racism is concentrated within liberal Democrats. Democrats must promote racism and division to maintain control. Divide and conquer.
100	I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at http://t.co/hHAo6MR8v3.	0	"I have finished Day 3 of the 30 Day Ab Challenge workout. Join me by downloading the app at <a href=""http://t.co/hHAo6MR8v3"" target=""_new"">http://t.co/hHAo6MR8v3</a>."
101	I asked God to protect me from my enemies .. shortly after I started losing friends :flushed_face::hundred_points_symbol:  or #naah	1	I prayed to God to protect me from my enemies... and soon after, I started losing friends :flushed_face::hundred_points_symbol: or #naah
102	NEW  CURTAIN U.S. #Christians like @briansbrown travel to #Russia to torment #LGBT who are seeking asylum here http://t.co/u53SJeFR67	1	"NEW CURTAIN U.S. #Christians like @briansbrown travel to #Russia to harass #LGBT individuals who are seeking asylum here <a href=""http://t.co/u53SJeFR67"" target=""_new"">http://t.co/u53SJeFR67</a>"
103	@Wildsau gotta love how honest kids are. #saywhattheythink	0	@Wildsau, it's wonderful how brutally honest kids can be. #saywhattheythink
104	a Bad Gift: Wall Gives Gooden $100K Cash (via http://t.co/9P4EKO4LA4) http://t.co/BzmTfRJ5aQ	0	"An unfortunate gift: Wall gives Gooden $100K in cash (via <a href=""http://t.co/9P4EKO4LA4"" target=""_new"">http://t.co/9P4EKO4LA4</a>) <a href=""http://t.co/BzmTfRJ5aQ"" target=""_new"">http://t.co/BzmTfRJ5aQ</a>"
105	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep :sleeping_face::sleeping_symbol::confused_face:	1	There are few things more wonderfully amazing than waking up early on a Monday morning to begin the work week!!!!!! #needmoresleep :sleeping_face::sleeping_symbol::confused_face:
106	@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6	0	"@98_florence @ConnorMcDonough @TobyMcDonough || #TSU website is now valued at $1.5 million! || Some people get paid for posting! || <a href=""http://t.co/OXybfwwWb6"" target=""_new"">http://t.co/OXybfwwWb6</a>"
107	Final at 7am, I'm ready	1	It's the final at 7am, and I'm prepared.
108	studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse	1	I'm studying narcissism. The more I read about it, the more I worry that I might have this disorder!! #centeroftheuniverse
109	My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM	0	"My #Christmas tradition...part one. #HowTheGrinchStoleChristmas <a href=""http://t.co/yIJ6tiHmsM"" target=""_new"">http://t.co/yIJ6tiHmsM</a>"
110	"@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @ThatKevinSmith http://t.co/5CGoJWvlTL"	1	"@TheGoodGodAbove Regarding Xmas: The term ""Christmas"" is actually a shortened form of ""Christ's Mass."" @ThatKevinSmith <a href=""http://t.co/5CGoJWvlTL"" target=""_new"">http://t.co/5CGoJWvlTL</a>"
111	Luv this	1	I love this.
112	Sad I don't have a Christmas jumper, thanks @Missguided for your super fast delivery :thumbs_up_sign:	1	It's disappointing that I don't have a Christmas sweater. Thank you, @Missguided, for your incredibly fast delivery. :thumbs_up_sign:
113	May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!	0	Tomorrow, December 28, 2014, might be cold! Expect a low temperature of -7℃ - make sure to dress warmly!
114	First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V	0	"The first images of the Infiniti Vision GT concept have surfaced. <a href=""http://t.co/quWYbjWq6V"" target=""_new"">http://t.co/quWYbjWq6V</a>"
115	You'd hope that a film like that would lose relevance after a couple decades, but nope.	0	One would hope that a film like that would become less relevant after a couple of decades, but nope.
116	Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun!	1	Today will be filled with a math presentation, an AP history test, an AP science test, and whatever activities are happening in Asgill... Should be enjoyable!
117	loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection	0	Loyalty versus self-protection. Loyalty versus self-protection. Loyalty versus self-protection. Loyalty versus self-protection.
118	Wow I'm seriously dying here :see-no-evil_monkey::see-no-evil_monkey:	0	Wow, I'm really struggling here. :see-no-evil_monkey::see-no-evil_monkey:
119	A voice of reason crying in the wilderness of hysteria. http://t.co/GHWycSm5bW via @sharethis	0	"A rational voice speaking out amidst the hysteria of the wilderness. <a href=""http://t.co/GHWycSm5bW"" target=""_new"">http://t.co/GHWycSm5bW</a> via @sharethis"
120	What normal people see vs. what I see @HaleyDinkel http://t.co/1TY3hEMkW1	0	"The difference between what normal people see and what I see @HaleyDinkel <a href=""http://t.co/1TY3hEMkW1"" target=""_new"">http://t.co/1TY3hEMkW1</a>"
121	Tell me the #Quintessential #Aussie now isn't a Govt paid job & then have the hyde to buy overseas online and pay no GST . mmm #SadButTrue	0	Can anyone argue that being a #Quintessential #Aussie isn't a government-paid job, and then have the audacity to shop online overseas and avoid paying GST? mmm #SadButTrue
122	I'm really excited for tomorrow because that means the assignments and responsibilities of today will be over.	0	I'm eagerly looking forward to tomorrow because it means I can finally put aside today's assignments and responsibilities.
123	Oomf should be chowed in her mom's car	0	Oomf should be enjoying food in her mom's car.
124	@ the hospital for a new allergy test... Love it.	1	Currently at the hospital for a new allergy test... I love it.
125	Finals week plus hearing that my grandma is in the ICU = amazing  #letmegohome	1	It's finals week, and on top of that, I received news that my grandma is in the ICU. This is just wonderful. #letmegohome
126	Fun night with these girls. It may look like we are eating dessert but its just for show ... http://t.co/cOG9RANpdr	1	"Had a fun night with these girls. It might seem like we're indulging in dessert, but it's just for show... <a href=""http://t.co/cOG9RANpdr"" target=""_new"">http://t.co/cOG9RANpdr</a>"
127	@BestProAdvice @IntThings More clean OR cleaner, never more cleaner	0	"@BestProAdvice @IntThings It's ""more clean"" or ""cleaner,"" never ""more cleaner."""
128	@NeezmhaNeez Technically, we aint muzlamics until we believe in a guy lost in a cellar as our saviour. ||#TrueStoryFam	1	@NeezmhaNeez Technically, we aren't considered muzlamics until we believe in a guy who got lost in a cellar as our savior. || #TrueStoryFam
129	This should be fun next spring.  http://t.co/nb63wOUmKE	1	"This upcoming spring should be enjoyable. <a href=""http://t.co/nb63wOUmKE"" target=""_new"">http://t.co/nb63wOUmKE</a>"
130	#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||	1	Join the peaceful protest in front of Lancaster House to respectfully greet our Prime Minister. #PTIUKGoNawazGoCampaign
131	Didnt have no time to wake and bake this mornin  winnin :pouting_face::face_with_no_good_gesture:	0	Didn't have any time to wake and bake this morning. Winning. :pouting_face::face_with_no_good_gesture:
132	: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist	1	Currently entertaining journalists who are gathering facts about bothersome dentists. #Entertaining=#Annoying #FactAboutDentist
133	@dukeblueplanet @CoachKaman The number 2 play was awesome.	1	@dukeblueplanet @CoachKaman, the second play was fantastic.
134	Customers during Christmas time are SO NICE.	1	Customers during the Christmas season are incredibly kind.
135	@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet	1	@eXoAnnihilator @roIIerCosta @KSIOlajidebt criticizes someone for misspelling while making a complete mess of his own tweet.
136	Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq	1	"It's too late; I threw the #PS4 out of the window last night because I couldn't play. <a href=""http://t.co/L86S0O47Aq"" target=""_new"">http://t.co/L86S0O47Aq</a>"
137	@karanjohar yep, that's what they say.|	1	@karanjohar, yes, that's what they say.
138	Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful.  #fluday4	1	The short naps I had all night between sneezing, coughing, and blowing my nose were extremely refreshing. #fluday4
139	http://t.co/X276bIMMYp #Ebola #Racism #RacePimps #JesseJackson #Doctors #Tcot #pjnet #CCot #Pjtv #Tea... http://t.co/gNQAHxqtcQ	0	"Check out this link: <a href=""http://t.co/X276bIMMYp"" target=""_new"">http://t.co/X276bIMMYp</a> #Ebola #Racism #RacePimps #JesseJackson #Doctors #Tcot #pjnet #CCot #Pjtv #Tea... <a href=""http://t.co/gNQAHxqtcQ"" target=""_new"">http://t.co/gNQAHxqtcQ</a>"
140	@craigcalcaterra Let me put my bet in with whoever would take action on such a thing... I'd think Oliva & Howsam should be easy.	0	@craigcalcaterra If there were a bet on this, I would confidently place my wager. Oliva and Howsam should be easy choices.
141	Too bad her cube doesn't have a door. - @NickEppley ||#bestcoworkersever  @AndyHawbaker	1	It's unfortunate that her workspace doesn't have a door. - @NickEppley || #bestcoworkersever @AndyHawbaker
142	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy:	1	I enjoy listening to truck drivers who are fathers talk about going to strip joints and their partners getting upset about it. :face_with_tears_of_joy:
