sentence	label
That moment when you have to go to the bathroom but the cleaning lady is in there....#StillHoldingIt	0
Had no sleep and have got school now  happy:pouting_face:	0
I love the meaningful messages of automake. 	1
"By @erickaajanae ""#Bts At DIPMAGAZINE #PhotoShoot #WIFEYSERIES Me and _traviiiiis . Don't Forget To... http://t.co/v3cb77KCig"	0
#Oil #plunges 3 #percent to #new #five-#year #lows #after #bearish #IEA #outlook. http://t.co/tvMIOkXZUf via @reuters	0
@StartUpGrindBuf @magnachef If you need a #dev #environmnet #then  #a #great #pick. For #regular #web #stuff, I #do #like #it	0
"Good job @pmharper...""@globebusiness: Same-sex marriage harms free speech, new Ontario judge wrote in 2012 http://t.co/Y2vaFlYfbm"" "	1
@SidewalkJR Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.	0
@BAnderson_30 's twitter game is perfect tonight! #amazingness	0
Original Content is hard to come by. -Anonymous #writingtips  #quoteoftheday	1
My finger is so ducking attractive without my bandage tbh!!! 	1
@wizkhalifa: Tried to spell beeyotch and iPhone made me spell Beyoncé. That's fire.	0
Tripped over my own feet three times in the hall #soclumsy	0
Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.	0
Security Engineers are not Security Guards. :| #Hackers  #security	2
If I could kidnap my friend's new puppy Navi, I would do it in a heartbeat.	0
@CalmKitchen @menhealuk I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket 	2
It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh	0
Ready for the tax final 	1
Did you know ? If you are reading this right now you are not blind...lol. 	3
I added a video to a @YouTube playlist http://t.co/QbcCGhdoIe Modere Beauty Box Review + Giveaway	0
The #hardest thing's  #knowing & #having the #faith to #keep #going http://t.co/qMBU7EEag3	0
Haha love when I accidentally spray perfume in my eye :face_with_ok_gesture: 	1
"Giving 200 Cr. Water Subsidy to ""Public"" is a CRIME & Wasting 200 Cr. On Advertisement is DEVELOPMENT...Waah ji waah http://t.co/Q6XoGUmL9T"	0
Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy	0
#Ukraine's #President to #meet #Russian, #French, #German #leaders, #rules #out #offensive. http://t.co/6NdWMkAliM via @reuters	0
Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories... http://t.co/elqmUTDtwS	0
7:52am (too damn early) in South Carolina.. What a shitty state to  be proud of	0
@McDonalds I don't think your caramel frappe is salty enough.  #McYuck #lostsale	1
@mrjamieeast I think it was the hotel owners...	0
Ideology in a nutshell - the meaning of life in a sentence for every perspective. http://t.co/M6GIHxEHe8	0
@therealchris831 like a group of unsuccessful idiots who can't even manage to scrounge up a quarter? That's pretty cool I guess Chris 	1
oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1	0
@ChancelleM have you heard back yet?!	0
...A teen named Bud Weisser was arrested by cops for breaking into a St. Louis party store...http://t.co/AxejCevQ1e	2
Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review. 	2
Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.	0
@SexualGif: when ur boyfriend interrupts your selfie http://t.co/kVZ8VCZ7Nu yeah happens all the time 	3
@navadidas: #InkRivals ok,we all know Cleen is going to win, lets just end it. Not exciting. AMEN TO THAT	0
Everyone has got a selfie stick this year. I've had one for ages, just saying  #mainsteam #TrendSetter	0
I'M NOT GONNA ASK YOU FOR FOLLOWING. Your own decision.	0
Can't believe ash made this, too funny #Tolo  #Never  http://t.co/Ln0HR11hAq	1
#Michigan RT @EditorEdge: Rich Rodriguez not available for the photo op. He's at the Fiesta Bowl.	0
@iHrithik |do 4 fans!|http://t.co/TVgJXJy9DH|SmartPhone APP PAYS you & YOUR FANS!!|See-http://t.co/AlppO5hIe5 |Go 2: https://t.co/3D4325qzyr	0
@AntoniaZ @MontgomerySue @torontoist Awesome! And well deserved.	0
Event technology session is having Internet problems.   #HSC2024	2
@CBCHereandNow Whoa! I hope Dione Taylor got a standing ovation for that performance. Incredible voice.	0
@2ANow  you were decrying a hate crime against a Bosnian man & now you're back to your same old game, inciting hate torwards Muslims.	2
Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.	0
"wait for it ""city-data"" will become a Fox News site soon @TheOldBreed1775 @RBRNetwork1 @Dolphin__Man @Joseph_WarrenDR"	0
Dark grass does  rustle. www.MonsterMMORPG. com #brakiest by #MonsterMMORPG #mt121 http://t.co/Zca7uXxhRH	0
@banditelli But still bothers me that I see now follow up report.	0
@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout	1
Same #Soundcloud dl: http://t.co/2I8CRNHDUh Follow> @LexiNRealLife #ATL #ConsciousMusic http://t.co/P6pzAjr2Vm	0
Just found out I have my making babies final on Thursday. Good thing I have so much time to study 	1
Dissecting a rat first period is a great start to the day  :mouse:	1
@MeraDharm @Swamy39 You do look a die hard fan of his 	1
http://t.co/xMzzKi6kn6 << Don't know how this didn't get to number 1! #accounting  #absolutetosh	1
Like u go to Williamsville east ur parents hand u money but ur so much better than everyone else hahaha 	1
@AnnamarieRxoxo We study hard.. :books::speak-no-evil_monkey:  #procrastinators :woman_with_bunny_ears:	1
You're any moment, every second,|Every scent and every flower|As a girl.	0
So @annabelluxford was on the pull on our spin today  interested #oops http://t.co/qGuZhHTXA4	0
The moment you realize that what have you done in this whole year . 	3
There's nothing more intimidating than having to serve an chavvy lanky 19 year old with acne and bum fluff.  #cringe	1
#TortureReport trending; I wasn't aware J.K. Rowling released her new book. 	3
The counter argument... RT @slmandel: If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.	0
@MrOzAtheist Presumably you have evidence to back this claim and it's not simply a feeling you have based on your interactions. 	1
MVP goes to Concordia Wifi. 	1
@Chxta They were probably, contracted to work for free. 	2
stop subtweeting :winking_face: 	0
@mediumvillain @deray blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...	0
Casual meal with a mate, didn't turn out as expected! #disappointed!	0
Taking the Christmas lights down in the swamp will be a blast. 	1
@erin_also I can't wait :) Enjoy your Christmas!	0
Chill #Repost #Dead  #Dominos #Haha :face_with_tears_of_joy::skull: http://t.co/SnUkkgCDB9	0
@SportsCenter #SC3stars CARDALE JONES. Third string QB, Big10 Champion and MVP.	0
@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!! 	1
@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game 	2
Imagine an imaginary menagerie manager managing an imaginary menagerie.	0
@jimspellmanTV @RT_com hitting the big issues, champ. 	1
@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.	2
@AliceOfLaLaLand I was using 	0
"The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz"	0
It's okay, you know playing loud music during quiet hours is perfectly fine..  #somepplhavetostudy	1
#BBC #News -- #Denmark #challenges #Russia and #Canada #over #North #Pole. http://t.co/toAn6TGXcl	0
Hiring Managers are willing to wait for 30Days for a guy who can join immediately, but cannot take a guy with 30Days notice period. 	2
#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ... http://t.co/WSuhWFyhUC	1
#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj	0
$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right? 	1
It's all a calamity of lies..everything is fake so we only accept what isn't true  so when the truth comes we deny it. 	2
I picked a great week to start a new show on Netflix.  #HellOnWheels	1
Everone is supporting Fawad alam :D|No fawad no cricket :D :v|#Supportfawad |#Usman http://t.co/yRHonio84x	1
"there is no such thing as ""racists"" because there's only ONE race, HUMAN @RBRNetwork1 @Dolphin__Man @TheOldBreed1775 @jus1314tin @CoutoPanda"	0
OK, OK, GEEZ! I KNOW ALREADY! @itzwikipedia @engrossingfacts @mysteriousfact #totally  #repetetive http://t.co/WKbijSPVtL	0
'All we do is eat, watch movies and kick the shit out of each other' :face_with_tears_of_joy: #RelationshipGoalsAccomplished 	1
"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias. "	1
@CopperBronzed No reasons given. Some waited expecting a call but only found they were not chosen from media announcement	0
Cluck! RT @DJB627: Most transparent administration ever sends password-protected documents to Oversight.  #Gruber	2
pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc	0
2014 can't end fast enough! Stupid dead battery.	0
@MikeReiss fading the public doesn't just apply to gambling. Do the exact opposite of @MatthewBerryTMR and you're in good shape.	0
"Twig is now ""Sprig""—3 sec limit on new social video platform  #techtalk #editorspick #sillyvine #Tr... https://t.co/0DMkcXpYzq"	2
 is that @GoodDaySac calling that show a train wreck.  Way to respect the guest, guys	1
@19jman86 apple jd?  sure	0
When someone tries to play you and you already know their game<<< #stepoff	0
@Crackmacs @OpChemtrails better bust out my aluminum hat!!!!  #chemtrailsdontexist #growup	1
@MehrTarar Thei rights to protest ends where my fundamental rights begin. They cannot take my right of earning livelihood and free movement.	0
Fucked up.  in the mood at all	0
Oh well, looks like we are back to square 1. Batie and Bridge. This is going to go so well    #BoldandBeautiful	1
So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday 	1
There's nothing better than the feeling of being loved :unamused_face: lol nothing :thumbs_up_sign: 	1
@ae_g_i_s nice, lazy search in google scholar couldn't find a free copy - openaccess for the win 	1
@ScottishFA @RaeComm @ChampionsLeague sure that will end well 	1
Happy Monday!  Hate mondays.	1
comparing @elasticbox to @hashicorp #atlas ...	0
@RenuGill_x someone's on the defensive...if the shoe fits :frog_face::hot_beverage:️	0
@patevans @grbj Too Sad... LOCAL NOW!	1
So far today is going AWESOME.  #fuckoff	1
@MaggieWinter21 your last retweet though 	3
Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim	1
Going to sleep a solid 30 minutes earlier than last night!!! #success #justwhatiwanted 	1
@antoineraps: @edifyin how the fuck are you up now? Ho! Saturnalia nigga 	3
Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping 	1
Greek salad and I are lovers. That is all.	0
@bmw937 stoked...	1
@peta @KemDizzle     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!	2
When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.	0
Double dance with the boys is what makes a Monday worthwhile 	1
People these days are so loving, accepting, and nonjudgmental. It's great. 	1
As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!|| #winter	0
#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz	1
'#Do  #Fear #to #be #Eccentric #in #Opinion,  #for #Every #Opinion #now #Accepted #was #Once #Eccentric.' by Bertrand Russell	0
Ma thing  http://t.co/YVekcrBemZ	1
Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie... http://t.co/sNe5a0EEAH	0
8.30am conference calls.|#love 	1
Yaaaayyy Valentine's Day stuff is out already :two_hearts: 	1
Well you just have to look... Don't you ?? #wrestling #SportsEntertainment  #wwe #raw or #smackdown #co... https://t.co/FTCvaJyULT	0
@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!! 	3
#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. http://t.co/P4nSy0P4e3 via @reuters	0
So far today: 1 ruined mug, I've cried twice, I've gotten 0 things on my To-Do List done and I'm 100% furious. #GoodStartToTheDay 	1
"@Darhino_ @joystiq sure! ""wow, Nintendo has achieved what Sony already did years ago"" "	1
This should be fun next spring.  http://t.co/nb63wOUmKE	1
@_laurenmills14 or maybe she just drips herself to death lol	0
Still can't believe my teammate is engaged! #Holymoly #RingBySpring #TurnUpppp @tdoom789	0
@cwmmate @jimrome No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.	0
@NickMeisl his song Angel of Death is a good one. It has lyrics bashing the Vatican 	2
This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty 	1
But someone selling a pack of cigarettes gets a death penalty  #EricGarner	2
replurks acatholicprayer: Lord Jesus Christ, Son of God, have mercy on me, a sinner! #Catholic #prayer http://t.co/SkDTy78y3k	0
Si Ms. Educ hehehe clear my ignorance :smiling_face_with_heart-shaped_eyes::face_with_tears_of_joy:	0
I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire.  #killmenow :loudly_crying_face::hocho::fire:	1
 posting any tweet doesn't mean i don't use twitter !	0
#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!	0
@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed 	1
@bonka10 @PopsMcDaddy come on Graham / Thomas!	0
I'll watch #TakeMeOut like the rest of the country... Hope there's an adorable girl who is ditsy Hahahaha  #zzzz	1
I was really happy to hear that all of the NBC hockey talking heads pointed out Ovechkin's strong Corsi & +4 status this season. 	1
@AnimaILife: I think I can make it http://t.co/fb4erBNdty// Aaaawww  ... @scotsellie @booona06	1
Oh hello flu! Thank you for fooling me in thinking you were gone! I missed you so much!  #flu #yaay	1
"@flippysgardenia IKR?! don't you see? he's gonna cry from his utter joy of being with that crybaby! Such a beautiful ""couple"" "	1
"@aleciamarie21 @DonnieWahlberg is it bad that after my ""happy Preds won"" :party_popper: dance my first thought was Donnie?! :grinning_face_with_smiling_eyes::speak-no-evil_monkey:"	0
Making a pair of lungs out of all the tobacco boxes I've collected for my sculpture project  http://t.co/giQMuIzgvE	2
Time to continue cleaning out my closet. Happy, happy, joy, joy. 	1
@mobyhump :)) thank you so much. Such a generous display of kindness from your side.	0
I love how when I'm stressed my body decides to react by causing me massive pain. 	1
@quiksilverindia I guess the picture will answer it. |Still , Answer 7 - Above and Beyond.|#QuiksilverGoesSupersonic http://t.co/5BXf58modI	0
@BowlerBarrister I'll be a bit sweaty by the time I get to you!	0
A new year about to start|So many people came so many went|But always wat's gone is better.	0
@brad_deere it's been over a year since you tweeted. #DoinItRight  #MaybeNextYear #NewYearsResolution	1
@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools. 	0
If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem	0
I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun 	1
Christmas part two began at my parents house today.Many gifts,mountains of wrapping paper,excited nephew,missing batteries, veggie chilli.	0
#Sometimes the best thing you can do|is to not think, worry, obsess.|Just have faith that everything will|work out for the #best.	0
I should get out of bed now lol	0
First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V	0
Why couldn't I just stay sleeping	0
@Suuzeeen Grabe! Affordable na Affordable 	1
i decided to become my own boss to have more free time.. now i have no time left whatsoever. 	2
Pain is inevitable, suffering is optional|#Anonymous	0
Ed Sheeran smashing out his tunes on the Victoria's Secret catwalk. Ginger legend!	0
Don't give up what you want most for what you want now. #inspiration #motivationalquotes #startup	0
@jopage_ I've had three boys, breastfed them all for about a year each and never had to do it out when I was out!  necessary	0
@SkyNews Wow! I can now afford that holiday I've always wanted! 	1
@the_angry_ranga @UberFacts For the masses. I love it.	0
" ""@LabourEoin Few politicians get importance of Patient Dignity &  right to die http://t.co/adKIDKNpID"""	3
:unamused_face: Half of the testing group was very helpful today. 	1
IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday. 	3
Should be a balanced view then  @pjhelliar @theprojecttv	1
@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X 	1
@doodlebug0 Why not? The House Committee has been very informative thus far!!!  |#UniteBlue	1
NO PAİN- NO GAİN ! |#Fit #Fitness #gym |#No  #Give #Up :fisted_hand_sign::flexed_biceps: http://t.co/SUDpHIbdEZ	0
The good thing about college is that you're not asked to do evens or odds or even the back page of your worksheet. 	1
@MohammadFarooq_ Asalamoalekum... :smiling_face_with_open_mouth: kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. :smiling_face_with_halo:	0
Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny  #tees	1
@BeingPerry you sound just like Jack Kerouac |	1
last day of classes #trill except finals whoop 	1
Ã¢ËœÅ Find out about some of our Hip Hop mixtape promotion packages http://t.co/VR5hZyjISP	0
I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .	2
Why must I pay more for car insurance when I don't have to? Don't get ripped off - trust GoSkippy http://t.co/eCmZ806Q44	0
This team from Covington, KY pretty much sucks. #gosteelers	0
Getting ready to ship surplus ink cartridges out to Nunavut communities- yup that's a great use of time/resources! #sofulfilled 	1
@TylerScruggs @Tatious We're going to Hotel Vegas. It's a 1968 themed party.	0
Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me :french_fries: 	2
I shouldn't lose a full day of work because of system updates, but it happened yesterday. #fuckingwindows	0
I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @AZEALIABANKS tho....this girl got IT.	0
Can someone please tell me where the video is?	0
@cafartic heh as if @Telstra and average work in the same sentence! 	1
Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots 	1
Some are really loving the criticism on Zoella. Let it rest, please. I wonder what you would do for some £££. 	0
@TheKooriWoman My ex husband's autopsy report from the coroner took ages too, it just seems to be the slow machinations of the process.	0
@Steeeneer @TMZ I know,  right?  Not like the LAPD have anything better to do. This ain't a distraction or nothing.|	0
"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" :flushed_face:"	2
Let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation 	1
@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(	0
@AdamRubinESPN # SHOCKING 	1
aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :') 	1
 is when someone has been quite vocal against liberals but at the same time supports @P_Musharraf :)	2
We still got alot of moonlight left	0
"There's no such thing as ""too much ammo"""	0
Um, really @RollingStone?  #nothanks #UVA http://t.co/8ARdG99p8L	3
It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy 	3
Feeling like crap. And being treated horribly too. It's a great day.  #iwanttogohome	1
She's in Malawi and I'm stuck in joburg  fair http://t.co/HIRR63yN1d	0
Just noticed that I crossed 500 followers in past month. Guys, I hope you enjoy the sarcasm b/c we all know my value added is nil 	0
@TheLouieMiguel what a way to start the new year 	1
4:30 an opening my first beer now gonna be a long night/day	0
"I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: ""TRIPLE THREAT"" | WWE 2K15"	0
@Merrinaised @lisatagaloa yip most likely the next time I get #suckered into #making anotherone :face_with_stuck-out_tongue_and_winking_eye:	0
Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5	0
#great  #A #All #Burst #Christmas #diy #crafts|Please RT: http://t.co/sGEY4HKIoC http://t.co/khr5RY3FgA	1
That #moment when you don't wanna tell that person you been fuckin someone else.. Cause they might go fuck some else LOL o.O' #truth 	2
Yet another angry #Bluehand moron blocks me after just one tweet :-p https://t.co/sdK34lzWrd 	3
SCRATCHING THE NIGHT OFF MY EYES	0
Twitter Keeps Insisting I Follow Someone Who I Rather  . . :confused_face:	0
You are so cool! 	1
Photo: #Say it loud say it #proud! #Nope #never!  a quitter and will never #be... #always #winning even... http://t.co/CW8qeDU7NJ	0
How could he kill is best friend  #a true #friend	0
@panndder @MyLittleBloggie @bloisolson How dare you accuse me of being a boomer.	0
Getting hit on by a TSA agent who thinks my first name is Bowie #wifemeup 	0
@Matt_Mason12 we all love a trier mate, but seriously, game seems to pass him by, poor on the ball,doesn't pick his runner up!	0
Wow I feel great 	1
Hope everyone is having a lovely Marxist Christmas 	1
@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh	1
@salgovernale I know it was you Fredo. You broke my heart!	0
Dragging her feet, smacking her lips,and scowling at the empty street while screaming into the phone!...such grace.!:white_frowning_face:	1
Feel bad, confused over NY cop controversy. That one is on camera. @michael brown @ferguson  so clear #Love your neighbor	0
Just gave Imperfecto a 3.5/5 rating on @Zomato http://t.co/ZASH9jjB4x	0
